10,12277+0441,15,4,12.4630,4.6930,0.0000,125,186,125,153,16451.4410,16175.5800,15821.3410,15153.4150,14373.7250,13569.0520,12625.9060,12009.8950,11647.5880,11041.6650,10462.4770,10085.2530,9926.6760,9921.6640,9581.2410,9037.2440,8763.6270,8271.4130,7919.4053,7585.7780,7494.1533,7315.7686,7057.3000,6865.6016,6568.7860,6270.3174,6045.2950,5731.8410,5657.0454,5440.4146,5165.3880,4963.8050,4732.1970,4864.4100,4549.3843,4439.6400,4253.1406,4318.6494,4178.9004,4139.2944,4218.1870,4011.7175,3723.4846,3688.9265,7592.8525,7064.0156,6385.0330,5639.3447,5052.2373,4573.6436,4333.7295,4050.4590,3752.1987,3387.2122,3117.3765,2947.6960,2672.9011,2549.9932,2397.0657,2260.8467,2229.7830,1968.4360,1833.9377,1824.6190,1821.9901,1770.9792,1659.9037,1689.0242,1562.9547,1535.3593,1537.8142,1365.0519,1370.8671,1413.4070,1384.1965,1329.9626,1279.0767,1223.1925,1153.9666,1002.9753,1062.2670,1043.1310,960.5867,916.4331,797.1887,813.1279,680.5467,668.1292,670.7378,671.6840,637.5905,610.1783,616.1489
11,12283-5650,18,4,12.4730,-56.8360,0.0000,197,58,15,21,27619.8180,23849.4900,21067.1130,19449.5630,17817.7830,16595.6900,15317.2860,14187.5120,13237.2570,12084.7350,11403.7190,10815.2190,10417.4970,9839.9940,9183.7820,8620.1140,8558.8550,8129.7510,7501.2390,7268.4717,6951.4063,6457.4050,6322.6606,6109.2466,5718.8970,5446.3930,5404.0240,5052.7840,4858.7017,4779.6577,4596.6860,4351.9010,4174.4390,4081.1436,3934.4658,3815.8086,3730.7952,3578.3584,3431.4966,3351.9626,3244.3152,3136.6290,3062.5908,2957.6333,7180.1704,6230.7640,5505.9600,4986.1074,4365.2070,3971.7130,3541.7358,3210.0276,2965.3560,2715.0803,2467.6213,2321.2346,2141.1682,1991.9904,1851.2416,1758.2245,1609.0673,1518.8702,1434.2937,1346.9154,1267.9646,1208.6700,1129.7294,1076.0592,1033.6228,960.3104,923.4971,867.0367,833.0388,782.2007,765.0540,739.4887,683.0465,657.4878,626.3178,595.1507,603.2891,577.7426,540.9695,546.3089,526.3850,481.1979,472.5083,458.2066,438.2926,429.6102,432.1591,398.2152,319.3563
12,12298-5754,43,4,12.4980,-57.9160,0.0000,446,571,240,253,14366.2705,15225.8890,14804.1970,14792.1570,14097.1110,13314.1700,12790.4780,12239.6690,11528.9580,11039.0890,10525.2890,9857.9720,9259.5070,9003.4530,8790.6460,8347.5205,8353.9840,8459.6800,8312.6540,8183.2715,8410.6810,8335.7690,8064.1245,8096.4727,7607.3306,7378.9840,7182.6665,6730.4185,6524.5625,6144.3630,5762.5930,5528.0280,5098.3180,4803.0166,4352.5586,4074.9038,4010.0420,3618.8503,3491.6416,3410.8518,3262.8909,3150.1460,3059.8174,3087.8930,8125.4410,7641.6475,7404.2437,6571.7437,5654.4730,4743.6187,4149.5366,3627.4587,3297.3677,3088.8723,2961.9773,2747.1052,2596.2349,2602.1520,2396.9077,2284.4592,2213.6130,2048.3877,1908.7661,1860.3390,1824.7166,1673.9165,1683.1005,1698.6895,1544.7075,1406.7288,1377.5399,1391.5502,1283.9820,1146.0228,1134.4504,1148.4788,1111.3186,1021.3696,971.4188,990.2623,1121.0940,943.1720,944.4287,817.7064,1052.5371,937.0196,775.1116,869.1711,942.4364,706.9474,778.6185,757.5051,542.8210
13,12319-6728,17,2,12.5330,-67.4810,0.0000,268,256,184,176,24117.0640,22549.3960,20793.4140,18958.1330,17405.2810,16528.7930,15089.8830,14225.7590,13203.0590,12272.0160,11665.5270,10788.9740,10241.9280,9806.3640,9346.0160,8637.9040,8264.2570,8034.3027,7774.6104,7395.9880,7252.7285,7020.2710,6559.8716,6210.9565,6087.4956,5971.4630,5441.6710,5315.7173,5199.6710,5004.3364,4766.8800,4613.6563,4383.6240,4384.0020,4181.2160,4020.5444,3941.6292,3691.7583,3625.2240,3657.7896,3380.6558,3314.1120,3155.8955,3136.4197,6706.2476,6615.2060,5882.4510,5303.2866,4679.5080,4246.4860,3731.6887,3372.9648,3125.7195,2819.0002,2460.2405,2359.1382,2220.8625,2050.3691,1919.5085,1741.5654,1655.2850,1492.1925,1254.7657,1346.8492,1183.7368,1114.7657,1142.4144,1127.9385,892.9535,895.8103,943.2585,695.8709,782.9508,647.0449,654.8340,709.6929,628.2812,598.8948,514.9982,545.0662,490.8933,468.9256,496.5058,489.3970,457.5094,420.6636,515.1262,312.2774,476.1064,364.9222,330.5401,360.5724,338.5732
14,12377-6102,28,0,12.6290,-61.0490,0.0000,689,616,335,427,7468.0920,7189.9375,7368.5930,7743.8843,8216.2300,8813.0190,9251.6730,10079.9310,10809.8090,11360.3960,11630.8610,11578.8820,11312.7590,10762.7850,10522.7540,10244.1100,10203.2100,9813.7295,9647.0590,9523.9360,9260.1280,8978.8730,8715.0280,8361.5400,7893.5080,7711.7760,7300.9770,6995.9750,6500.4980,6079.6987,5629.0090,5122.2886,4774.8975,4476.0430,4131.1190,4109.8447,3829.6306,3520.7737,3433.4915,3286.4450,3242.7122,3248.7642,3101.6904,3050.4610,8979.7560,8225.4790,7465.1020,6519.3550,5436.7783,4501.1875,3819.6333,3480.4941,3315.7070,3078.7876,2973.8872,2867.8022,2711.9785,2490.2320,2580.9924,2675.5356,2736.5117,2645.6594,2693.0256,2782.7556,2814.0142,2789.2896,2838.0444,2712.5525,2702.8625,2622.2458,2560.3298,2471.0544,2393.0100,2367.2747,2266.8720,2065.6597,1951.6111,1933.4375,1875.4502,1726.6089,1814.3100,1687.9160,1649.9261,1605.7295,1481.8800,1468.8401,1467.0206,1370.6090,1382.5153,1308.5426,1265.7060,1120.8064,1008.2869
15,12379-4959,29,0,12.6320,-49.9960,0.0000,662,763,512,584,6713.4185,6598.6714,6897.4424,7102.7065,7502.1880,7724.3496,8294.3590,9011.0840,10234.8830,11510.4110,12373.9450,12974.9360,12966.9850,12079.1290,12043.3240,11648.5910,11441.0570,10990.5210,11061.0050,10169.1600,10192.2140,9537.8720,9161.5120,8979.3230,8170.0215,7758.8145,7661.9004,6866.6357,6138.4346,6117.0090,5272.9200,4959.6140,4734.3223,4535.5874,4180.4330,3735.9055,3672.7060,3715.6763,3272.5930,3279.2798,3191.0022,2930.9390,2795.2002,2859.2104,9592.8020,9081.1990,7747.0200,6647.5947,5179.5190,4296.7627,3675.2737,3185.1492,3040.0850,2959.3325,2646.7761,2518.6436,2371.0051,2416.1653,2285.3784,2297.1023,2438.7617,2319.2680,2398.1475,2421.1914,2484.7722,2697.8364,2496.0962,2408.9177,2436.2993,2462.3100,2347.2742,2304.8936,2409.1948,2257.9136,2057.7676,1941.4465,1934.0930,1883.4590,1665.2343,1664.9198,1619.9276,1686.6921,1462.9504,1331.4098,1463.8695,1308.6150,1347.5228,1206.2650,1338.7837,1117.9391,1177.8535,1043.6334,867.5231
16,12380+5607,15,4,12.6340,56.1220,0.0000,252,284,173,184,16938.0630,16048.1080,14985.9980,13984.7920,13001.0060,12509.4600,11581.3810,11164.6690,10454.0410,10143.4670,9904.2210,9724.1280,9338.8150,9250.9370,8933.4890,8570.8340,8312.5490,7986.4453,7682.9650,7619.5156,7357.8010,7247.4136,7171.8230,6816.2197,6488.4540,6339.8430,6088.6240,6028.7344,5770.5750,5655.0450,5377.7710,5234.4272,5139.7915,5205.1770,4823.5747,4789.8345,4855.2397,4743.2450,4629.5176,4778.4270,4683.8433,4491.8667,4228.5854,4104.4510,7039.7896,6846.1240,6342.8887,5900.5470,5428.6550,5083.7446,4777.1140,4519.1953,4158.6720,3772.0715,3335.0430,3125.8687,2979.3176,2773.6404,2533.1860,2336.2214,2236.6633,2201.4658,2025.3937,1983.2521,1911.5490,1831.1552,1745.5494,1675.6024,1602.1820,1584.4232,1531.8837,1550.6590,1520.7391,1457.7773,1422.6480,1439.7006,1341.9652,1306.8473,1297.8220,1168.7903,1154.5541,1096.8392,992.1674,970.9834,916.7563,846.8786,794.3965,750.6135,779.8827,753.4977,690.5905,650.2963,629.1364
17,12384-4536,24,0,12.6420,-45.6160,0.0000,481,645,307,342,8728.3010,8702.2220,9082.4770,9305.2220,9457.0210,9964.0800,10070.5340,10396.8260,10487.8850,10438.0490,10055.2970,9570.4910,9360.9980,8890.7290,8561.4680,8517.5010,8138.3853,7858.0938,7910.8184,7859.2510,7880.9746,7700.7285,7328.5040,7248.2180,7231.2314,7239.8013,6745.6104,6800.8584,6577.5425,6318.7373,5862.3930,5663.5747,5599.0806,5263.7910,4838.6190,4715.3687,4702.0205,4552.1753,4192.5740,4026.1208,3957.3586,3883.0652,3652.2922,3642.4110,7733.0200,7467.6284,6695.0464,6587.3433,5985.7627,5289.8706,4734.9670,4176.7607,3872.7505,3588.7427,3469.0242,3311.5889,3064.2690,2962.3667,3008.1003,3036.0913,2902.0493,2946.7188,2935.9060,2920.6670,3081.9170,2871.3564,2789.5576,2764.3760,2670.3896,2590.8420,2539.0522,2500.5908,2476.5674,2394.8364,2356.4011,2169.2441,2171.8916,2019.1577,1969.6536,1795.8455,1933.9310,1833.3911,1634.0752,1714.4642,1609.5030,1492.3390,1592.7242,1600.9921,1367.3032,1395.5604,1453.7902,1261.1838,1281.6863
18,12394-4338,43,2,12.6570,-43.6440,0.0000,357,395,243,279,15714.4260,16481.3930,16355.1220,15682.9970,14521.4880,13818.6250,12942.9520,12438.6470,11824.8480,11057.0590,10626.4060,10233.4210,9833.6120,9408.1520,9114.4770,8610.3340,8431.3450,8367.0230,8131.5920,8188.7993,8473.6150,8310.0970,8372.4760,8128.5530,7538.9690,7442.2360,7141.8755,6742.2725,6423.1080,6083.4180,5815.6110,5458.8267,5049.0030,4772.6650,4441.5747,4753.9224,4229.4770,3871.0305,3666.6033,3511.8100,3392.9600,3255.2922,3249.3975,3099.7644,7972.6750,7785.9070,7313.4277,6692.1310,5709.8154,4915.7886,4164.5890,3664.9866,3345.1035,2972.2102,2743.0957,2519.1475,2341.4330,2256.1548,2085.3410,1994.9814,1791.7032,1696.2572,1602.5437,1558.4775,1519.5645,1427.6217,1256.9795,1271.1697,1288.7988,1123.3403,1084.5293,1023.4871,1010.3741,942.5148,910.6046,858.1721,869.0687,802.9705,740.3063,715.3007,837.4734,749.1730,616.3906,676.9888,684.5479,568.9065,567.9277,587.4929,564.2855,607.8252,526.4517,501.5574,533.1419
19,12421-6217,42,0,12.7020,-62.2860,0.0000,1131,1351,666,716,13975.8930,14254.8360,14124.4150,13672.0330,13279.7250,12610.7600,11687.7830,10860.4630,10054.3230,9013.5790,8155.8804,8109.3384,7365.1790,7122.9680,6761.0580,6863.8467,6639.7183,6815.5270,6693.5470,7034.6377,6988.8950,6949.6960,6936.4700,6848.8384,6796.8877,6528.0674,6670.4950,6583.1064,6473.1010,6261.1650,6057.3740,5856.8687,5823.1540,5383.1550,5106.6997,5421.1740,4986.1590,4798.8726,4917.5854,4565.2560,4514.0693,4437.0166,4122.0290,3810.3145,6556.1294,6760.7770,6657.9297,6602.1100,6170.7886,5386.6245,5162.6440,4757.4090,4543.2505,4219.0580,3959.6660,3858.9636,3607.7476,3366.2825,3301.3074,2974.1120,2664.7551,2703.4822,2562.5450,2392.4958,2196.5708,2057.3306,2178.7493,2057.3628,1762.7810,1677.0521,1900.5438,1886.0837,1659.5731,1507.5476,1685.7847,1609.8787,1524.2764,1519.6321,1481.0067,1379.2607,1479.8856,1567.5736,1483.6768,1315.6122,1382.2937,1324.3362,1185.4478,1329.8704,1336.7015,1063.4824,1013.6756,1211.5636,1082.4532
20,12427+4542,42,4,12.7130,45.7130,0.0000,186,215,94,91,21308.1300,19487.8980,19297.5310,18618.2480,17547.8380,16610.0160,15092.0020,14089.0400,12823.1540,11898.4710,10943.3840,10307.7620,9611.3125,9075.6920,8616.1470,8032.7510,7842.7026,7465.7817,7275.7617,7100.9680,7069.6123,6968.7285,6946.0894,6784.3820,6659.6300,6484.9063,6186.3257,6126.7980,5878.2180,5677.4560,5426.7220,5130.3620,4712.3160,4648.4946,4219.5986,4097.1190,3981.1658,3647.9097,3486.3357,3385.6162,3360.9617,3145.0800,3196.4973,3052.3410,7503.0130,6955.5970,6399.4820,6034.5930,5204.6540,4437.7295,3859.8606,3518.8552,2975.7468,2695.5808,2591.4321,2406.8757,2217.9695,2198.5623,2122.6520,1918.5255,1829.5712,1766.6915,1656.0013,1558.3475,1395.4987,1265.2443,1204.5272,1215.5209,1146.1079,994.1152,1057.2584,981.3214,909.7289,799.0190,790.4438,812.2908,742.8660,747.3254,727.8796,645.4125,634.6567,634.7653,556.6411,461.1310,574.2380,550.4384,494.0412,463.7204,402.9752,457.4036,424.9070,377.1979,364.2575
21,12447+0425,44,4,12.7460,4.4180,0.0000,216,262,173,191,15422.0180,16064.6390,16390.2050,15908.8000,15293.2100,14454.5140,13797.0490,12968.4800,12072.8310,11573.1650,10929.2350,10105.8070,9829.3600,9526.0900,9202.7070,8568.9540,8695.2560,8435.6860,8572.0880,8742.0630,8786.2210,8956.2280,8782.3050,8863.4160,8392.5540,7946.8700,7338.4540,7374.3193,6843.1050,6415.9250,6008.8896,5553.2095,5030.4277,4787.8467,4486.5513,3977.2217,3810.1677,3586.0793,3343.5427,3210.0713,2922.2520,3067.3079,2762.7266,2679.6199,7549.9956,7859.4277,7682.3354,7134.4850,6096.7490,5001.9940,3994.5056,3414.8728,2967.8035,2683.4976,2380.7527,2166.9463,2032.0101,2019.5663,1898.0796,1675.9386,1618.2319,1552.1476,1469.2961,1300.8882,1218.0568,1220.8011,1087.6542,1078.6715,935.4747,908.0524,991.3710,930.4078,872.8072,811.8578,742.5258,755.4112,724.6807,675.5002,725.3144,617.4226,593.4252,594.5997,612.5571,603.6746,549.4968,475.1903,504.9105,497.7240,440.2082,520.2747,489.6114,477.4077,367.8965
22,12454-6659,26,0,12.7570,-67.0000,0.0000,829,1008,672,638,10228.3080,9970.9100,9688.7990,10063.3300,10015.5590,10105.2150,10470.9150,10702.0070,10978.9610,11394.6270,11663.8940,11744.9110,11688.6790,11874.4600,11016.6760,10560.4460,10361.9130,9815.5590,9469.3490,9013.3360,8850.3190,8581.4160,8251.0920,7922.1150,7165.5317,6879.7940,6344.3047,6588.3066,6124.8184,5650.9040,5449.0470,5045.8200,4630.8540,4646.1875,4501.9946,4233.5920,4481.7980,4019.8958,3857.5042,3615.3657,3515.8008,3349.5620,3552.1475,3346.7214,9270.4630,7808.4410,7120.5894,6505.9310,5349.8020,4562.4370,4037.9070,3521.1926,3523.6482,3106.2720,3175.3735,2641.5542,2677.9158,2566.4744,2394.8552,2347.4585,2212.4219,2178.0696,2362.1047,1995.5393,2119.3862,2185.6763,2258.4924,2001.7290,1860.0405,1999.5186,1951.9697,1808.9403,1862.0709,1708.5590,1655.7385,1593.7543,1595.8433,1497.2230,1496.6797,1485.6660,1322.9392,1479.3090,1283.8718,1102.8137,1265.7012,1185.3302,1227.8864,1148.8104,1178.2758,1006.3334,922.0081,1120.1626,884.1209
23,12462-6418,29,0,12.7700,-64.3090,0.0000,632,737,502,491,7345.4087,7426.0625,7317.8180,8138.9453,8351.9860,8967.2220,9497.2630,10483.4840,11344.7210,11994.2910,12719.2210,13226.7930,13237.0840,13129.4800,12520.3280,12175.5050,11660.2080,11403.5560,11063.1010,10410.0740,10051.2110,9558.8100,9087.7510,8787.2295,8074.6660,7846.6650,7225.0894,6842.2570,6398.3438,6039.7095,5700.9910,5116.4707,4817.5786,4459.0270,3983.9753,3801.6570,3733.0295,3462.6477,3426.7356,3275.7463,3110.5623,2882.8726,2787.3447,2873.7117,9202.6150,8261.0310,7282.4860,6556.8506,5286.9840,4674.9966,4219.3010,3564.6633,3222.6210,3052.5030,2822.6968,2577.2520,2554.8862,2227.0125,2279.9424,2256.1353,2112.9636,2019.5184,2200.3086,2082.6970,2144.1182,2074.8088,2006.9156,1994.4344,2043.0494,1979.4064,1890.1827,1643.2313,1742.9846,1665.1176,1423.8394,1459.6407,1474.1248,1555.3895,1397.9346,1250.4232,1259.2120,1236.7375,1113.3740,1092.3154,998.7867,1054.4539,945.2902,927.0640,1009.7222,970.1776,916.4219,801.5638,715.1226
